article,qty,price,brand,cat2,cat3,name,cat4,Function,title2,value2,title3,value3,title4,value4,title5,value5,dimensions,descrizione_materiale,cd_stato_materiale,article_code
V843025XNA,1,3180,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,PELLICAN,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tappeto 300x400 PELLICAN,Y2,V843025XNA
V843026XNA,1,1590,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,PELLICAN,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tappeto 200x300 PELLICAN,Y2,V843026XNA
V843027XNA,1,3180,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,RAINY DAY,Material 2,COTTON,Color 2,,300X400,SOPHIA B Tappeto 300x400  RAINY DAY,Y2,V843027XNA
V843028XNA,1,1590,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,RAINY DAY,Material 2,COTTON,Color 2,,200X300,SOPHIA B Tappeto.200x300 RAINY DAY,Y2,V843028XNA
V843029XNA,1,3810,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,BEIGE,Material 2,COTTON,Color 2,,400X300 H1.5,SOPHIA B Tappeto 300x400  BEIGE,Y2,V843029XNA
V843030XNA,1,1930,NATUZZI,RUGS,,SOPHIA B,RECTANGULAR,,Material,TENCEL,Color,BEIGE,Material 2,COTTON,Color 2,,300X200 H1.5,SOPHIA B Tappeto 200x300 BEIGE,Y2,V843030XNA
V843033XNA,1,3740,NATUZZI,RUGS,,SOPHIA B,,,Material,TENCEL,Color,AGAVE,Material 2,COTTON,Color 2,,400X400 H2,SOPHIA B Organic Rug 400x400 AGAVE,Y2,V843033XNA
V082001XNA,1,5170,NATUZZI,RUGS,,VISION,RECTANGULAR,,Material,BAMBOO VISCOSE,Color,SILVER,Material 2,,Color 2,,400X300,VISION Rug 300x400 SILVER,Y2,V082001XNA
V855001XNA,1,1520,NATUZZI,RUGS,,VORTEX,ROUND,,Material,,Color,PLATINUM,Material 2,VISCOSE,Color 2,,250X250,VORTEX Tapp.ROTONDO D250 PLATINO,Y2,V855001XNA
V855002XNA,1,1520,NATUZZI,RUGS,,VORTEX,ROUND,,Material,,Color,GOLD,Material 2,VISCOSE,Color 2,,250X250,VORTEX Tapp.ROTONDO D250 ORO,Y2,V855002XNA
V855003XNA,1,2640,NATUZZI,RUGS,,VORTEX,ROUND,,Material,ACRYLIC,Color,PLATINUM,Material 2,VISCOSE,Color 2,PLATINUM,350X350 H2,VORTEX Rug D350 PLATINUM,Y2,V855003XNA
V855004XNA,1,2640,NATUZZI,RUGS,,VORTEX,ROUND,,Material,ACRYLIC,Color,GOLD,Material 2,VISCOSE,Color 2,GOLD,350X350 H2,VORTEX Rug D350 GOLD,Y2,V855004XNA
O885001XNA,1,520,NATUZZI,DECORATIVE OBJECTS,,CIAMBOTTE,,Tray,Material,STAINLESS STEEL,Finishing,GOLD,,STAINLESS STEEL,,SILVER,48X48 H9,CIAMBOTTE Tray set Black/Gold/Silver,Y2,O885001XNA
A22901X,1,730,NATUZZI,DECORATIVE OBJECTS,,Dandy,,Candle holder,Material,TRANI STONE,Finishing,BEIGE,,,,,12.5X12.5 H25,"DANDY Candleholder A Ã¸12,5 H25",Y2,DDO22900000001X
A22902X,1,730,NATUZZI,DECORATIVE OBJECTS,,Dandy,,Candle holder,Material,TRANI STONE,Finishing,BEIGE,,,,,17.6X17.6 H19,"DANDY Candleholder B Ã¸17,6 H19",Y2,DDO22900000002X
A22903X,1,730,NATUZZI,DECORATIVE OBJECTS,,Dandy,,Candle holder,Material,TRANI STONE,Finishing,BEIGE,,,,,12.5X12.5 H25,"DANDY Candleholder C Ã¸12,5 H25",Y2,DDO22900000003X
A22904X,1,730,NATUZZI,DECORATIVE OBJECTS,,Dandy,,Candle holder,Material,TRANI STONE,Finishing,BEIGE,,,,,19X19 H13.6,"DANDY Candleholder D Ã¸19 H13,6",Y2,DDO22900000004X
A22905X,1,730,NATUZZI,DECORATIVE OBJECTS,,Dandy,,Candle holder,Material,TRANI STONE,Finishing,BEIGE,,,,,12.5X12.5 H25,"DANDY Candleholder E Ã¸12,5 H25",Y2,DDO22900000005X
A12801X,1,300,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,TRANSPARENT,,,,,24X24 H35,PUMI PUMO VETRO D24H35 TRASPARENTE,Y2,DDO12800000001X
A12802X,1,300,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,BLUE,,,,,24X24 H35,PUMI PUMO VETRO D24H35 BLU,Y2,DDO12800000002X
A12803X,1,160,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,Whiskey,,,,,23X23 H25,PUMI PUMO VETRO D23H25 WHISKEY,Y2,DDO12800000003X
A12804X,1,160,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,Lime Green,,,,,23X23 H25,PUMI PUMO VETRO D23H25 LIME GREEN,Y2,DDO12800000004X
A12805X,1,89,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,Violet,,,,,10X10 H15,PUMI PUMO VETRO D10H15 VIOLET,Y2,DDO12800000005X
A12806X,1,89,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,TRANSPARENT,,,,,10X10 H15,PUMI PUMO VETRO D10H15 TRASPARENTE,Y2,DDO12800000006X
A12809X,1,220,NATUZZI,DECORATIVE OBJECTS,,PUMI,,Pumo,Material,GLASS,Finishing,TRANSPARENT,,,,,17X17 H25,PUMI PUMO VETRO D17H25 TRASPARENTE,Y2,DDO12800000009X
A12901X,1,73,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,Lime,,,,,9X9 H15,PUMO PUMO SCAGLIE D9H15 LIME,Y2,DDO12900000001X
A12902X,1,73,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,ROSE,,,,,9 H15,PUMO PUMO SCAGLIE D9H15 ROSA,Y2,DDO12900000002X
A12903X,1,73,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,LILAC,,,,,9X9 H15,PUMO PUMO SCAGLIE D9H15 LILLA,Y2,DDO12900000003X
A12909X,1,76,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,Wine,,,,,13 H20,PUMO PUMO LISCIO D13H20 VINO,Y2,DDO12900000009X
A12910X,1,156,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,BLUE,,,,,20 H30,PUMO pumo righe Ã˜20H30 BLU,Y2,DDO12900000010X
A12915X,1,125,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,GOLD,,,,,11X11 H15,PUMO PUMO LISCIO D11H15 ORO,Y2,DDO12900000015X
A12916X,1,100,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,TERRACOTTA,Finishing,GOLD,,,,,8X8 H10,PUMO PUMO LISCIO D8H10 ORO,Y2,DDO12900000016X
A890C60,1,173,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,CERAMIC,Finishing,PLATINUM,,,,,11 H15,PUMO BIG D11 H15 PLATINUM,Y2,DDO890TCR011000
A890C6V,1,86,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,CERAMIC,Finishing,PLATINUM,,,,,8 H10,PUMO SMALL D8 H10 PLATINUM,Y2,DDO890TCR01100V
A890CB0,1,173,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,CERAMIC,Finishing,BRONZE,,,,,11X11 H15,PUMO BIG D11 H15 BRONZE,Y2,DDO890TCR0BR000
A890CBV,1,86,NATUZZI,DECORATIVE OBJECTS,,PUMO,,Pumo,Material,CERAMIC,Finishing,BRONZE,,,,,8X8 H10,PUMO SMALL D8 H10 BRONZE,Y2,DDO890TCR0BR00V
O075001XNA,1,370,NATUZZI,DECORATIVE OBJECTS,,PUMO BEE,,Pumo,Material,CERAMIC,Finishing,WHITE,,,,GOLD,15X15 H26,PUMO BEE Massimo Iosa Ghini,Y2,O075001XNA
O074001XNA,1,330,NATUZZI,DECORATIVE OBJECTS,,PUMO DELFT,,Pumo,Material,CERAMIC,Finishing,WHITE/BLUE,,,,,22X22 H30,PUMO DELFT Marcel Wanders,Y2,O074001XNA
O077001XNA,1,490,NATUZZI,DECORATIVE OBJECTS,,PUMO GILI,,Pumo,Material,GLASS,Finishing,OPALINE,,,,Mint Green,20X20 H30,PUMO GILI Elena Salmistraro,Y2,O077001XNA
O079001XNA,1,300,NATUZZI,DECORATIVE OBJECTS,,PUMO LUKKY,,Pumo,Material,WOOD,Finishing,EcrÃ¹,,POLYESTER,,BRASS,14X14 H21,PUMI LUKKY Lorenza Bozzoli,Y2,O079001XNA
O076001XNA,1,210,NATUZZI,DECORATIVE OBJECTS,,PUMO POP,,Pumo,Material,CERAMIC,Finishing,WHITE,,,,MULTICOLOR,14X14 H20,PUMO POP Patrick Norguet,Y2,O076001XNA
O078001XNA,1,300,NATUZZI,DECORATIVE OBJECTS,,PUMO WADI,,Pumo,Material,LACQUERED WOOD,Finishing,Chalkboard,,,,Chalkboard,16X20 H22,PUMO WADI Mauro Lipparini,Y2,O078001XNA
A14101X,1,270,NATUZZI,DECORATIVE OBJECTS,,Silo,,Small ceramic jar,Material,TERRACOTTA,Finishing,,,,,,30X30 H26,SILO VASE orcio Ã˜30 H26 TERRACOTTA,Y2,DDO14100000001X
A14102X,1,500,NATUZZI,DECORATIVE OBJECTS,,Silo,,Small ceramic jar,Material,TERRACOTTA,Finishing,,,,,,35X35 H55,SILO VASE orcio Ã˜35 H55 TERRACOTTA,Y2,DDO14100000002X
A14201X,1,97,NATUZZI,DECORATIVE OBJECTS,,URCHIN VASES,,Vase,Material,CERAMIC,Finishing,WHITE,,,,,16X16 H8,URCHIN VASES vaso ceram Ã˜16H8 BIANCO,Y2,DDO14200000001X
A14202X,1,150,NATUZZI,DECORATIVE OBJECTS,,URCHIN VASES,,Vase,Material,CERAMIC,Finishing,WHITE,,,,,22X22 H15,URCHIN VASES vaso ceram  Ã˜22H15 BIANCO,Y2,DDO14200000002X
A14203X,1,210,NATUZZI,DECORATIVE OBJECTS,,URCHIN VASES,,Vase,Material,CERAMIC,Finishing,WHITE,,,,,20X20 H24,URCHIN VASES vaso ceram  Ã˜20H24 BIANCO,Y2,DDO14200000003X
K213002XNA,1,20,NATUZZI,CLEANING KITS,,FABRIC CLEANING KIT,,,Material,FABRIC,,,,,,,,FABRIC CLEANING KIT NATUZZI,Y6,K213002XNA
K216002XNA,1,20,NATUZZI,CLEANING KITS,,LEATHER CLEANING KIT,,,Material,LEATHER,,,,,,,,LEATHER CLEANING KIT NATUZZI,Y6,K216002XNA
W01101X,1,9700,NATUZZI,SIDEBOARDS,,Campus,,Sideboard with doors,Structure,WOOD AND METAL,Frame finishing,Ash Wood/Tobacco/Champagne,Top,WOOD,Top finishing,Ash Wood/Tobacco/Champagne,220X54 H72,CAMPUS Madia L220 Frassino Tabac,Y2,DDW01100000001X
E02714X,1,6450,NATUZZI,SIDEBOARDS,,Filrouge,,Sideboard,Structure,,Frame finishing,Black Rose/Glossy Blue,Top,LACQUERED WOOD,Top finishing,GLOSSY BLUE,50X200 H75,FIL ROUGE MADIA L200 BLUROYALLUCNERORO,Y2,DDE02700000014X
E02715X,1,6100,NATUZZI,SIDEBOARDS,,Filrouge,,Sideboard,Structure,,Frame finishing,Black Brunito/Glossy Lead,Top,LACQUERED WOOD,Top finishing,Glossy Lead,50X200 H75,FIL ROUGE MADIA L200 PIOMBOLUCNEROBRUN,Y2,DDE02700000015X
E02716X,1,6870,NATUZZI,SIDEBOARDS,,Filrouge,,Sideboard,Structure,WOOD AND METAL,Frame finishing,SMOKED OAK/BLACK BRUNITO,Top,MARBLE,Top finishing,Volakas,50X180 H61,FIL ROUGE MADIA L180 ROV2017/VOLAKAS,Y2,DDE02700000016X
W003001,1,4140,NATUZZI,SIDEBOARDS,,FORTUNA,,Sideboard,Structure,WOOD,Frame finishing,OAK GREY,Top,GLASS,Top finishing,GLAZED WHITE,220X50 H72,FORTUNA SIDEBOARD 220X50X72 OAK GR,Y2,W00335102001101
W003002,1,3790,NATUZZI,SIDEBOARDS,,FORTUNA,,Sideboard,Structure,WOOD,Frame finishing,SMOKED OAK,Top,GLASS,Top finishing,GLAZED COFFEE,220X50 H72,FORTUNA SIDEBOARD OAK SMOKED,Y2,W00335102001205
W003005,1,6840,NATUZZI,SIDEBOARDS,,FORTUNA,,Sideboard,Structure,WOOD,Frame finishing,Ash wood tobacco,Top,WOOD,Top finishing,Ash wood tobacco,220X50 H72,FORTUNA Madia L220 Tabacco,Y2,W00335119040021
W015005,1,3380,NATUZZI,SIDEBOARDS,,IDO,,Sideboard with doors,Structure,WOOD AND METAL,Frame finishing,RADICA FRISE',Top,WOOD,Top finishing,,150X37 H65,IDO BOX W-DOOR 150x37H65 RAD.FRISE -PEWT,Y2,W01551121071134
T16304X,1,6870,NATUZZI,SIDEBOARDS,,KENDO,,Sideboard,Structure,WOOD AND METAL,Frame finishing,Smoked Oak/Brass,Top,WOOD,Top finishing,SMOKED OAK,50X198 H80,KENDO MADIA L198 ROV2017/OTTONE,Y2,DDT16300000004X
T17201X,1,11020,NATUZZI,SIDEBOARDS,,PHANTOM,,Sideboard,Structure,WOOD,Frame finishing,WALNUT,Top,MARBLE,Top finishing,Volakas,53X200 H88,PHANTOM MADIA L200H88 NOCE2017/VOLAKAS,Y2,DDT17200000001X
T17202X,1,8050,NATUZZI,SIDEBOARDS,,PHANTOM,,Sideboard,Structure,,Frame finishing,Walnut & Wine,Top,WOOD,Top finishing,WALNUT,53X200 H73,PHANTOM MADIA L200H73 NOCE2017/VINOopa,Y2,DDT17200000002X
T17203X,1,6620,NATUZZI,SIDEBOARDS,,PHANTOM,,Showcase,Structure,,Frame finishing,Walnut & Wine,Top,WOOD,Top finishing,WALNUT,53X90 H130,PHANTOM VETRINA NOCE2017/VINOOPACO,Y2,DDT17200000003X
W00701X,1,10860,NATUZZI,SIDEBOARDS,,PHANTOM,,Sideboard with doors,Structure,WOOD,Frame finishing,Smoked Oak Termocotto,Top,MARBLE,Top finishing,INVISIBLE GRAY,53X200 H88,PHANTOMmadia L200H88 Rov2017/InvGr,Y2,DDW00700000001X
W00702X,1,6510,NATUZZI,SIDEBOARDS,,PHANTOM,,Showcase,Structure,WOOD,Frame finishing,Smoked Oak Termocotto,Top,LACQUERED WOOD,Top finishing,Light blue,53X90 H130,PHANTOM Vetrina  Rov2017/Azzurro,Y2,DDW00700000002X
Q070004XNA,1,4450,NATUZZI,DINING TABLES,,ADAM,ELLIPTIC,FIXED,Structure,WOOD,Frame finishing,HONEY ASHWOOD,Top,WOOD,Top finishing,HONEY ASHWOOD,100X200 H75,ADAM DIN.TABLE L200X100H75 FRA.MIELE FSC,Y2,Q070004XNA
Q070005XNA,1,5210,NATUZZI,DINING TABLES,,ADAM,ELLIPTIC,FIXED,Structure,WOOD,Frame finishing,HONEY ASHWOOD,Top,WOOD,Top finishing,HONEY ASHWOOD,100X280 H75,ADAM DIN.TABLE L280X100H75 FRA.MIELE FSC,Y2,Q070005XNA
Q070006XNA,1,5840,NATUZZI,DINING TABLES,,ADAM,ELLIPTIC,FIXED,Structure,WOOD-STONE,Frame finishing,LECCE BRUSHED STONE,Top,BRUSHED LECCE STONE,Top finishing,,100X200 H75,ADAM DIN.TABLE L200X100H75 PIETRA SPATO.,Y2,Q070006XNA
Q070007XNA,1,6820,NATUZZI,DINING TABLES,,ADAM,ELLIPTIC,FIXED,Structure,WOOD-STONE,Frame finishing,LECCE BRUSHED STONE,Top,BRUSHED LECCE STONE,Top finishing,,100X280 H75,ADAM DIN.TABLE L280X100H75 PIETRA SPATO.,Y2,Q070007XNA
T18801X,1,11430,NATUZZI,DINING TABLES,,Campus,RECTANGULAR,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,CALACATTA MARBLE,Top finishing,Green Calacatta,110X250 H74,CAMPUS Tav L250 LegnoTabac/CalacV,Y2,DDT18800000001X
T18803X,1,10110,NATUZZI,DINING TABLES,,Campus,RECTANGULAR,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,CALACATTA MARBLE,Top finishing,Green Calacatta,110X210 H74,CAMPUS Tav L210 LegnoTabac/CalacV,Y2,DDT18800000003X
T18805X,1,10300,NATUZZI,DINING TABLES,,Campus,RECTANGULAR,FIXED,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,CERAMIC,Top finishing,Old stain,120X300 H74,CAMPUS DIN. L300X120H75 CER.MVECCHIA,Y2,DDT18800000005X
T18809X,1,13160,NATUZZI,DINING TABLES,,Campus,RECTANGULAR,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,300X120 H74,Campus Din. Cham/Ash.Tob./Cal.Gold L300,Y2,DDT18800000009X
T18810X,1,10770,NATUZZI,DINING TABLES,,Campus,RECTANGULAR,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,250X110 H74,Campus Din. Cham/Ash.Tob./Cal.Gold L250,Y2,DDT18800000010X
T18811X,1,10150,NATUZZI,DINING TABLES,,Campus,RECTANGULAR,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,210X110 H74,Campus Din. Cham/Ash.Tob./Cal.Gold L210,Y2,DDT18800000011X
T18806X,1,7840,NATUZZI,DINING TABLES,,Campus,ROUND,FIXED,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,CERAMIC,Top finishing,Old stain,150X150 H74,CAMPUS DIN. D150H75 CER.MVECCHIA,Y2,DDT18800000006X
T18808X,1,8640,NATUZZI,DINING TABLES,,Campus,ROUND,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,Green Calacatta,150X150 H74,CAMPUS DIN. D150H75 CALACATTA VERDE,Y2,DDT18800000008X
T18812X,1,9050,NATUZZI,DINING TABLES,,Campus,ROUND,FIXED,Structure,METAL/WOOD,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,MARBLE,Top finishing,GLOSSY CALACATTA GOLD,150X150 H74,Campus Din. Cham/Ash.Tob./Cal.Gold D150,Y2,DDT18800000012X
T874001XNA,1,9980,NATUZZI,DINING TABLES,,GUTTA,ELLIPTIC,FIXED,Structure,WOOD,Frame finishing,American Walnut,Top,MARBLE,Top finishing,CALACATTA GOLD,220X117 H75,GUTTA Din.Ell 220x118H75 Cal.gold/waln,Y2,T874001XNA
T874003XNA,1,6370,NATUZZI,DINING TABLES,,GUTTA,ELLIPTIC,FIXED,Structure,WOOD,Frame finishing,American Walnut,Top,WOOD,Top finishing,American Walnut,220X117 H75,GUTTA Din.Ell.220x117H75 Ame.Walnut,Y2,T874003XNA
T874002XNA,1,9410,NATUZZI,DINING TABLES,,GUTTA,ROUND,FIXED,Structure,WOOD,Frame finishing,American Walnut,Top,MARBLE,Top finishing,CALACATTA GOLD,149X135 H75,GUTTA Din.Rou.149x135H75 Cal.gold/waln,Y2,T874002XNA
T874004XNA,1,6300,NATUZZI,DINING TABLES,,GUTTA,ROUND,FIXED,Structure,WOOD,Frame finishing,American Walnut,Top,WOOD,Top finishing,American Walnut,149X135 H75,GUTTA Din.Rou.149x135H75 Ame.Walnut,Y2,T874004XNA
E021MT0,1,5770,NATUZZI,DINING TABLES,,KENDO,RECTANGULAR,FIXED,Structure,METAL,Frame finishing,BRASS,Top,WOOD,Top finishing,SMOKED OAK,100X260 H74,KENDO DIN.TAB.260X100 H74 SMOKED OAK-BRA,Y2,DDE0210MTL1112P
E021MTW,1,5040,NATUZZI,DINING TABLES,,KENDO,RECTANGULAR,FIXED,Structure,METAL,Frame finishing,BRASS,Top,WOOD,Top finishing,SMOKED OAK,100X180 H74,KENDO DIN.TABLE 180X100 H74 SMOKED OAK-B,Y2,DDE021VMTL1112P
T873004XNA,1,140,NATUZZI,DINING TABLES,,LIBRA,,,Structure,METAL,Frame finishing,WHITE MATT,Top,,Top finishing,,64X64 H1,Libra - Optional Base in metallo,Y2,T873004XNA
T873003XNA,1,7430,NATUZZI,DINING TABLES,,LIBRA,ELLIPTIC,FIXED,Structure,MARBLE,Frame finishing,CARRARA MARBLE,Top,ACRYLIC STONE,Top finishing,WHITE,240X110 H76,LIBRA Din.Ellip240X110H76 Carr&Betacr,Y2,T873003XNA
T873001XNA,1,6180,NATUZZI,DINING TABLES,,LIBRA,ROUND,FIXED,Structure,MARBLE,Frame finishing,CARRARA MARBLE,Top,MARBLE,Top finishing,CARRARA MARBLE,140X140 H76,LIBRA Din. RoundD140H76 Carrara Marble,Y2,T873001XNA
T873002XNA,1,7060,NATUZZI,DINING TABLES,,LIBRA,ROUND,FIXED,Structure,MARBLE,Frame finishing,CARRARA MARBLE,Top,MARBLE,Top finishing,CARRARA MARBLE,160X160 H76,LIBRA Din. RoundD160H76 Carrara Marble,Y2,T873002XNA
Q126001XNA,1,12560,NATUZZI,DINING TABLES,,MONUMENT,ELLIPTIC,FIXED,Structure,WOOD,Frame finishing,Solid Walnut,Top,WOOD,Top finishing,Solid Walnut,120X280 H76,Monument Walnut Solid Wood L280P120H76,Y2,Q126001XNA
E013L00,1,2290,NATUZZI,DINING TABLES,,NEW SATURNO,RECTANGULAR,FIXED,Structure,WOOD,Frame finishing,ASH GREY,Top,GLASS,Top finishing,GLAZED WHITE,100X200 H74,NEW SATURNO DIN.TA.200X100H74 GRE.FRA-WH,Y2,DDE0130LGV1152P
E013LN0,1,2120,NATUZZI,DINING TABLES,,NEW SATURNO,RECTANGULAR,FIXED,Structure,WOOD,Frame finishing,SMOKED OAK,Top,GLASS,Top finishing,GLAZED COFFEE,100X200 H74,NEW SATURNO DIN.TA.200X100 H74 SMOK.OAK,Y2,DDE0130LGV0424P
Q129001XNA,1,7290,NATUZZI,DINING TABLES,,NODO,ELLIPTIC,FIXED,Structure,METAL,Frame finishing,Light Gold,Top,WOOD,Top finishing,Ash wood tobacco,110X240 H74,Nodo Lig.Gold/Tobac.Ashwood L240P110H74,Y2,Q129001XNA
T848001XNA,1,6210,NATUZZI,DINING TABLES,,OMBRA,ELLIPTIC,FIXED,Structure,WOOD AND METAL,Frame finishing,Pewter,Top,WOOD,Top finishing,Ash wood tobacco,95X200 H75,OMBRA Dining200x95H75 Pewt AshTob.,Y2,T848001XNA
T848002XNA,1,6970,NATUZZI,DINING TABLES,,OMBRA,ELLIPTIC,FIXED,Structure,WOOD AND METAL,Frame finishing,Pewter,Top,WOOD,Top finishing,Ash wood tobacco,120X240 H75,OMBRA Dining240x120H75 Pewt AshTob.,Y2,T848002XNA
E024LT0,1,6260,NATUZZI,DINING TABLES,,PHANTOM,RECTANGULAR,FIXED,Structure,GLASS,Frame finishing,TRANSPARENT,Top,WOOD,Top finishing,WALNUT,105X260 H74,PHANTOM TAB.260X105 H74 WALNUT-TRASPAREN,Y2,DDE0240LG11200P
E024LTV,1,6060,NATUZZI,DINING TABLES,,PHANTOM,RECTANGULAR,FIXED,Structure,GLASS,Frame finishing,TRANSPARENT,Top,WOOD,Top finishing,WALNUT,95X200 H74,PHANTOM TAB.200X95 H74 WALNUT-TRASPARENT,Y2,DDE024VLG11200P
T17204X,1,6500,NATUZZI,DINING TABLES,,PHANTOM,RECTANGULAR,FIXED,Structure,GLASS,Frame finishing,TRANSPARENT,Top,WOOD,Top finishing,Smoked Oak Termocotto,105X260 H74,PHANTOM Tav L260 Rov 2017 /Trasp,Y2,DDT17200000004X
T17205X,1,6160,NATUZZI,DINING TABLES,,PHANTOM,RECTANGULAR,FIXED,Structure,GLASS,Frame finishing,TRANSPARENT,Top,WOOD,Top finishing,Smoked Oak Termocotto,95X200 H74,PHANTOM Tav L200 Rov 2017 /Trasp,Y2,DDT17200000005X
T17206X,1,5750,NATUZZI,DINING TABLES,,PHANTOM,ROUND,FIXED,Structure,GLASS,Frame finishing,TRANSPARENT,Top,MARBLE,Top finishing,TRAVERTINE,160X160 H74,Phantom Round Travertine/Walnut D160 cm,Y2,DDT17200000006X
Q125001XNA,1,49870,NATUZZI,DINING TABLES,,URAGANO,ELLIPTIC,FIXED,Structure,WOOD,Frame finishing,Solid Olive Wood,Top,GLASS,Top finishing,Extra Clear Glass,120X290 H75,Uragano olive solid wood L290 P120 H75,Y2,Q125001XNA
T846001XNA,1,3100,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,ANTHRACITE,Top,FENIX,Top finishing,CHOCOLATE,160X90 H74,VIRGOLA EXT.DIN160-200X90H74 CIO.MARQ,Y2,T846001XNA
T846002XNA,1,3730,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,ANTHRACITE,Top,FENIX,Top finishing,CHOCOLATE,220X100 H74,VIRGOLA EXT.DIN220-270X100H74CIO.MARQ,Y2,T846002XNA
T846003XNA,1,2890,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,ANTHRACITE,Top,FENIX,Top finishing,CHOCOLATE,140X90 H74,VIRGOLA EXT.DIN140-180X90H74 CIO.MARQ,Y7,T846003XNA
T846004XNA,1,3420,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,ANTHRACITE,Top,FENIX,Top finishing,CHOCOLATE,180X100 H74,VIRGOLA EXT.DIN180-230X100H74 CIO.MAR,Y2,T846004XNA
T846005XNA,1,3100,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,GREY,Top,FENIX,Top finishing,MATT LIGHT GREY,160X90 H74,VIRGOLA EXT.T160-200X90H74 IMPER.GREY,Y2,T846005XNA
T846006XNA,1,3730,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,GREY,Top,FENIX,Top finishing,MATT LIGHT GREY,220X100 H74,VIRGOLA EXT.T220-270X100H74 IMPER.GREY,Y2,T846006XNA
T846007XNA,1,2890,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,GREY,Top,FENIX,Top finishing,MATT LIGHT GREY,140X90 H74,VIRGOLA EXT.T140-180X90H74 IMPER.GREY,Y7,T846007XNA
T846008XNA,1,3420,NATUZZI,DINING TABLES,,VIRGOLA,RECTANGULAR,EXTENSIBLE,Structure,METAL,Frame finishing,GREY,Top,FENIX,Top finishing,MATT LIGHT GREY,180X100 H74,VIRGOLA EXT.T180-230X100H74 IMPER.GREY,Y2,T846008XNA
T845001XNA,1,7110,NATUZZI,DINING TABLES,,VOYAGE,ELLIPTIC,FIXED,Structure,METAL,Frame finishing,GOLD,Top,MARBLE,Top finishing,Stardust,110X220 H75,VOYAGE Din220x110H75 Gold-Stardust St.,Y2,T845001XNA
