article,qty,price,brand,cat2,cat3,name,cat4,Function,title2,value2,title3,value3,title4,value4,title5,value5,dimensions,descrizione_materiale,cd_stato_materiale,article_code
CH100039900,1,1160,NATUZZI,CHAIRS,,MAMA,,With arms,Structure,FABRIC,Frame finishing,,Covering,,Covering color,,71X64 H93,Mama SEDIA TESSUTO CAT.99,Y2,CH100039900
CH10003A000,1,1200,NATUZZI,CHAIRS,,MAMA,,With arms,Structure,LEATHER,Frame finishing,,Covering,,Covering color,,71X64 H93,Mama SEDIA PELLE CTA0,Y2,CH10003A000
CH2501214A2,1,1020,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 15 PIEDI NERI,Y2,CH2501214A2
CH2501214A3,1,1020,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 15 PIEDI BIANCHI,Y2,CH2501214A3
CH2501214A4,1,1320,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 15 4 LEGS W/WHEELS BLACK,Y2,CH2501214A4
CH2501214A5,1,1320,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 15 4 LEGS W/WHEELS WHITE,Y2,CH2501214A5
CH2501214A8,1,1730,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,WOODEN LEGS,Frame finishing,Black ash Wood,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 15 PIEDE LEGNO FRASSI,Y2,CH2501214A8
CH2501230A2,1,1050,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT30 PIEDI NERI,Y2,CH2501230A2
CH2501230A3,1,1050,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT30 PIEDI BIANCHI,Y2,CH2501230A3
CH2501230A4,1,1350,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 30 4 LEGS W/WHEELS BLACK,Y2,CH2501230A4
CH2501230A5,1,1350,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT 30 4 LEGS W/WHEELS WHITE,Y2,CH2501230A5
CH2501230A8,1,1760,NATUZZI,CHAIRS,,NANÃ€,,SEAT W.PADD.BACKREST (WHITE/BLACK SHELL),Structure,WOODEN LEGS,Frame finishing,Black ash Wood,Covering,LEATHER,Covering color,,62X55 H82,CH25 CAT30 PIEDE LEGNO FRASSI,Y2,CH2501230A8
CH2503114A2,1,890,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 15 PIEDI NERI,Y2,CH2503114A2
CH2503114A3,1,890,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 15 PIEDI BIANCHI,Y2,CH2503114A3
CH2503114A4,1,1200,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 15 4 LEGS W/WHEELS WHITE,Y2,CH2503114A4
CH2503114A5,1,1200,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 15 4 LEGS W/WHEELS WHITE,Y2,CH2503114A5
CH2503114A8,1,1600,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,WOODEN LEGS,Frame finishing,Black ash Wood,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 15 PIEDE LEGNO FRASSI,Y2,CH2503114A8
CH2503130A2,1,900,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT30 PIEDI NERI,Y2,CH2503130A2
CH2503130A3,1,900,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,METAL LEGS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT30 PIEDI BIANCHI,Y2,CH2503130A3
CH2503130A4,1,1210,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 30 4 LEGS W/WHEELS BLACK,Y2,CH2503130A4
CH2503130A5,1,1210,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,4 METAL LEGS WITH WHEELS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT 30 4 LEGS W/WHEELS WHITE,Y2,CH2503130A5
CH2503130A8,1,1620,NATUZZI,CHAIRS,,NANÃ€,,UPHOLSTERED SEAT (WHITE/BLACK SHELL),Structure,WOODEN LEGS,Frame finishing,Black ash Wood,Covering,LEATHER,Covering color,,62X53 H82,CH25 CAT30 PIEDE LEGNO FRASSI,Y2,CH2503130A8
CH2523314A2,1,1270,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,METAL LEGS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 15 PIEDI NERI,Y2,CH2523314A2
CH2523314A3,1,1270,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,METAL LEGS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 15 PIEDI BIANCHI,Y2,CH2523314A3
CH2523314A4,1,1580,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,4 METAL LEGS WITH WHEELS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 15 4 LEGS W/WHEELS BLACK,Y2,CH2523314A4
CH2523314A5,1,1580,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,4 METAL LEGS WITH WHEELS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 15 4 LEGS W/WHEELS WHITE,Y2,CH2523314A5
CH2523314A8,1,1910,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,WOODEN LEGS,Frame finishing,Black ash Wood,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 15 PIEDE LEGNO FRASSI,Y2,CH2523314A8
CH2523330A2,1,1360,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,METAL LEGS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT30 PIEDI NERI,Y2,CH2523330A2
CH2523330A3,1,1360,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,METAL LEGS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT30 PIEDI BIANCHI,Y2,CH2523330A3
CH2523330A4,1,1660,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,4 METAL LEGS WITH WHEELS,Frame finishing,BLACK,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 30 4 LEGS W/WHEELS BLACK,Y2,CH2523330A4
CH2523330A5,1,1660,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,4 METAL LEGS WITH WHEELS,Frame finishing,WHITE,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT 30 4 LEGS W/WHEELS WHITE,Y2,CH2523330A5
CH2523330A8,1,2000,NATUZZI,CHAIRS,,NANÃ€,,TOTALLY PADDED,Structure,WOODEN LEGS,Frame finishing,Black ash Wood,Covering,LEATHER,Covering color,,65X55 H82,CH25 CAT30 PIEDE LEGNO FRASSI,Y2,CH2523330A8
CH260033039,1,1730,NATUZZI,CHAIRS,,NARU,,With arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,European walnut,59X52 H77,Sedia CH26 con brac.ct.30 Noce Europeo,Y2,CH260033039
CH270033039,1,1580,NATUZZI,CHAIRS,,NEVA,,With arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,European walnut,54X54 H79,Sedia CH27 con brac.ct.30 Noce Europeo,Y2,CH270033039
CH062311400,1,580,NATUZZI,CHAIRS,,PI GRECO,,Without arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,55X55 H82,PIGRECO CHAIR WITHOUT ARMS,Y2,CH062311400
CH06231A000,1,560,NATUZZI,CHAIRS,,PI GRECO,,Without arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,55X55 H82,PIGRECO S-BR NEUTRO CTA0,Y2,CH06231A000
CH065011400,2,1060,NATUZZI,CHAIRS,,PI GRECO,,2 chairs without  arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,55X55 H82,PIGRECO CHAIR WITHOUT ARMS,Y2,CH065011400
CH06501A000,2,1020,NATUZZI,CHAIRS,,PI GRECO,,2 chairs without  arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,55X55 H82,PIGRECO S-BR NEUTRO CTA0,Y2,CH06501A000
CH020031400,1,980,NATUZZI,CHAIRS,,ROSE,,With arms,Structure,,Frame finishing,,Covering,LEATHER,Covering color,,62X62 H80,ROSE SEDIA C-BR,Y2,CH020031400
CH020037000,1,780,NATUZZI,CHAIRS,,ROSE,,With arms,Structure,,Frame finishing,,Covering,FABRIC,Covering color,,,ROSE SEDIA C-BR CT70,Y2,CH020037000
CH020038800,1,930,NATUZZI,CHAIRS,,ROSE,,With arms,Structure,,Frame finishing,,Covering,FABRIC,Covering color,,62X62 H80,ROSE SEDIA C-BR,Y2,CH020038800
CH020039900,1,960,NATUZZI,CHAIRS,,ROSE,,With arms,Structure,,Frame finishing,,Covering,FABRIC,Covering color,,62X62 H80,ROSE SEDIA C-BR,Y2,CH020039900
CH02003A000,1,890,NATUZZI,CHAIRS,,ROSE,,With arms,Structure,,Frame finishing,,Covering,LEATHER,Covering color,,62X62 H80,ROSE SEDIA C-BR CTA0,Y2,CH02003A000
CH052311400,1,490,NATUZZI,CHAIRS,,SIGMA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,48X57 H82,SIGMA CHAIR WITHOUT ARMS,Y2,CH052311400
CH052319900,1,510,NATUZZI,CHAIRS,,SIGMA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,FABRIC,Covering color,,48X57 H82,SIGMA S-BR NEUTRO,Y2,CH052319900
CH05231A000,1,470,NATUZZI,CHAIRS,,SIGMA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,48X57 H82,SIGMA S-BR NEUTRO CTA0,Y2,CH05231A000
CH055011400,2,860,NATUZZI,CHAIRS,,SIGMA,,2 chairs without  arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,48X57 H82,SIGMA CHAIR WITHOUT ARMS,Y2,CH055011400
CH055019900,2,850,NATUZZI,CHAIRS,,SIGMA,,2 chairs without  arms,Structure,FABRIC,Frame finishing,,Covering,FABRIC,Covering color,,48X57 H82,SIGMA COPPIA S-BR NEUTRO,Y2,CH055019900
CH05501A000,2,820,NATUZZI,CHAIRS,,SIGMA,,2 chairs without  arms,Structure,LEATHER,Frame finishing,,Covering,LEATHER,Covering color,,48X57 H82,SIGMA S-BR NEUTRO CTA0,Y2,CH05501A000
CH120031432,1,1210,NATUZZI,CHAIRS,,SOVRANA,,With arms,Structure,WOOD,Frame finishing,SMOKED OAK,Covering,LEATHER,Covering color,,62X60 H94,Sovrana SEDIA PELLE ROV.AFF,Y2,CH120031432
CH120031439,1,1310,NATUZZI,CHAIRS,,SOVRANA,,With arms,Structure,WOOD,Frame finishing,WALNUT,Covering,LEATHER,Covering color,,62X60 H94,Sovrana SEDIA PELLE NOCE EUROP.,Y2,CH120031439
CH12003A032,1,1180,NATUZZI,CHAIRS,,SOVRANA,,With arms,Structure,WOOD,Frame finishing,SMOKED OAK,Covering,LEATHER,Covering color,,62X60 H94,Sovrana SEDIA PELLE ROV.AFF CTA0,Y2,CH12003A032
CH12003A039,1,1280,NATUZZI,CHAIRS,,SOVRANA,,With arms,Structure,WOOD,Frame finishing,WALNUT,Covering,LEATHER,Covering color,,62X60 H94,Sovrana SEDIA PELLE NOCE EUROP. CTA0,Y2,CH12003A039
CH125011432,2,1970,NATUZZI,CHAIRS,,SOVRANA,,Without arms,Structure,WOOD,Frame finishing,SMOKED OAK,Covering,LEATHER,Covering color,,48X60 H94,Sovrana COP.SED.S/B PELLE ROV.AFF,Y2,CH125011432
CH125011439,2,2160,NATUZZI,CHAIRS,,SOVRANA,,Without arms,Structure,WOOD,Frame finishing,WALNUT,Covering,LEATHER,Covering color,,48X60 H94,Sovrana COP.SED.S/B PELLE NOC.EUROP.,Y2,CH125011439
CH12501A032,2,1930,NATUZZI,CHAIRS,,SOVRANA,,2 chairs without  arms,Structure,WOOD,Frame finishing,SMOKED OAK,Covering,LEATHER,Covering color,,48X60 H94,Sovrana COP.SED.S/B PELLE ROV.AFF CTA0,Y2,CH12501A032
CH12501A039,2,2120,NATUZZI,CHAIRS,,SOVRANA,,Without arms,Structure,WOOD,Frame finishing,WALNUT,Covering,LEATHER,Covering color,,48X60 H94,Sovrana COP.SED.S/B PELLE NOC.EUROP. CTA,Y2,CH12501A039
CH190661420,1,2620,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,LEATHER,Covering color,,61X61 H79,Valle SEDIA PELLE CAT 15,Y2,CH190661420
CH190661444,1,2050,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,LEATHER,Covering color,,61X61 H79,Valle SEDIA PELLE CAT 15,Y2,CH190661444
CH190662420,1,2670,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,LEATHER,Covering color,,61X61 H79,VALLE SEDIA PELLE CAT 24,Y2,CH190662420
CH190662444,1,2090,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,LEATHER,Covering color,,61X61 H79,VALLE SEDIA PELLE CAT 24,Y2,CH190662444
CH190663020,1,2760,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,LEATHER,Covering color,,61X61 H79,Valle SEDIA PELLE CAT 30,Y2,CH190663020
CH190663044,1,2190,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,LEATHER,Covering color,,61X61 H79,Valle SEDIA PELLE CAT 30,Y2,CH190663044
CH190668620,1,2560,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,FABRIC,Covering color,,61X61 H79,VALLE SEDIA TESSUTO CAT 86,Y2,CH190668620
CH190668644,1,2000,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,FABRIC,Covering color,,61X61 H79,VALLE SEDIA TESSUTO CAT 86,Y2,CH190668644
CH190668820,1,2590,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,FABRIC,Covering color,,61X61 H79,Valle SEDIA TESSUTO CAT 88,Y2,CH190668820
CH190668844,1,2020,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,FABRIC,Covering color,,61X61 H79,Valle SEDIA TESSUTO CAT 88,Y2,CH190668844
CH190669920,1,2590,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,FABRIC,Covering color,,61X61 H79,Valle SEDIA TESSUTO CAT 99,Y2,CH190669920
CH190669944,1,2020,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,FABRIC,Covering color,,61X61 H79,Valle SEDIA TESSUTO CAT 99,Y2,CH190669944
CH193661420,1,2650,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,LEATHER,Covering color,,61X61 H85,Valle SEDIA 2Â° OPZ.PELLE CAT 15,Y2,CH193661420
CH193661444,1,2080,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,LEATHER,Covering color,,61X61 H85,Valle SEDIA 2Â° OPZ.PELLE CAT 15,Y2,CH193661444
CH193662420,1,2700,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,LEATHER,Covering color,,61X61 H85,VALLE SEDIA 2Â° OPZ.PELLE CAT 24,Y2,CH193662420
CH193662444,1,2120,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,LEATHER,Covering color,,61X61 H85,VALLE SEDIA 2Â° OPZ.PELLE CAT 24,Y2,CH193662444
CH193663020,1,2780,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,LEATHER,Covering color,,61X61 H85,Valle SEDIA 2Â° OPZ.PELLE CAT 30,Y2,CH193663020
CH193663044,1,2210,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,LEATHER,Covering color,,61X61 H85,Valle SEDIA 2Â° OPZ.PELLE CAT 30,Y2,CH193663044
CH193668620,1,2600,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,FABRIC,Covering color,,61X61 H85,VALLE SEDIA 2Â°OP.TESSUTO CAT 86,Y2,CH193668620
CH193668644,1,2030,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,FABRIC,Covering color,,61X61 H85,VALLE SEDIA 2Â°OP.TESSUTO CAT 86,Y2,CH193668644
CH193668820,1,2630,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,FABRIC,Covering color,,61X61 H85,Valle SEDIA 2Â°OP.TESSUTO CAT 88,Y2,CH193668820
CH193668844,1,2050,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,FABRIC,Covering color,,61X61 H85,Valle SEDIA 2Â°OP.TESSUTO CAT 88,Y2,CH193668844
CH193669920,1,2630,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,eucalyptus,Covering,FABRIC,Covering color,,61X61 H85,Valle SEDIA 2Â°OP.TESSUTO CAT 99,Y2,CH193669920
CH193669944,1,2050,NATUZZI,CHAIRS,,VALLE,,With arms,Structure,WOOD,Frame finishing,Ash wood tobacco,Covering,FABRIC,Covering color,,61X61 H85,Valle SEDIA 2Â°OP.TESSUTO CAT 99,Y2,CH193669944
CH042311410,1,710,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,ASH GREY,48X60 H89,VESTA CHAIR WITHOUT ARMS GREY ASH TREE,Y2,CH042311410
CH042311412,1,710,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,ASH SMOKED,48X60 H89,VESTA CHAIR WITHOUT ARMS SMOKED ASH TREE,Y2,CH042311412
CH042311444,1,710,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,Elm Tobacco,48X60 H89,VESTA S-BR OLMO TABACCO,Y2,CH042311444
CH042317010,1,640,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,WOOD,Covering color,ASH GREY,48X60 H89,VESTA S-BR FRASS.GRIG.,Y2,CH042317010
CH042317012,1,640,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,WOOD,Covering color,ASH SMOKED,48X60 H89,VESTA S-BR FRASS.AFFU.,Y2,CH042317012
CH042317044,1,640,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,WOOD,Covering color,Elm Tobacco,48X60 H89,VESTA S-BR OLMO TABACCO,Y2,CH042317044
CH042319910,1,680,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,WOOD,Covering color,ASH GREY,48X60 H89,VESTA S-BR FRASS.GRIG.,Y2,CH042319910
CH042319912,1,680,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,WOOD,Covering color,ASH SMOKED,48X60 H89,VESTA S-BR FRASS.AFFU.,Y2,CH042319912
CH042319944,1,680,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,FABRIC,Frame finishing,,Covering,WOOD,Covering color,Elm Tobacco,48X60 H89,VESTA S-BR OLMO TABACCO,Y2,CH042319944
CH04231A010,1,700,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,ASH GREY,48X60 H89,VESTA S-BR FRASS.GRIG. CTA0,Y2,CH04231A010
CH04231A012,1,700,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,ASH SMOKED,48X60 H89,VESTA S-BR FRASS.AFFU. CTA0,Y2,CH04231A012
CH04231A044,1,700,NATUZZI,CHAIRS,,VESTA,,Without arms,Structure,LEATHER,Frame finishing,,Covering,WOOD,Covering color,Elm Tobacco,48X60 H89,VESTA S-BR OLMO TABACCO CTA0,Y2,CH04231A044
CH210661488,1,1540,NATUZZI,CHAIRS,,VOYAGE,,With arms,Structure,METAL,Frame finishing,GOLD,Covering,LEATHER,Covering color,,64X53 H71,MODCH21 POLT C/SWIV. CAT 15,Y2,CH210661488
CH210663088,1,1640,NATUZZI,CHAIRS,,VOYAGE,,With arms,Structure,METAL,Frame finishing,GOLD,Covering,LEATHER,Covering color,,64X53 H71,MODCH21 POLT C/SWIV. CAT 30,Y2,CH210663088
CH210669988,1,1540,NATUZZI,CHAIRS,,VOYAGE,,With arms,Structure,METAL,Frame finishing,GOLD,Covering,FABRIC,Covering color,,64X53 H71,MODCH21 POLT C/SWIV. CAT 99,Y2,CH210669988
Q070001XNA,1,2110,NATUZZI,COFFEE TABLES,,ADAM,square,Central,Structure,WOOD,Frame finishing,HONEY ASHWOOD,Top,WOOD,Top finishing,HONEY ASHWOOD,90X90 H28,ADAM CENT.TABLE 90X90H28 FRAS.MIELE FSC,Y2,Q070001XNA
Q070008XNA,1,2420,NATUZZI,COFFEE TABLES,,ADAM,square,Central,Structure,WOOD-STONE,Frame finishing,LECCE BRUSHED STONE,Top,BRUSHED LECCE STONE,Top finishing,,90X90 H28,ADAM CEN.TABLE 90X90H28 PIETRA SPAT.,Y2,Q070008XNA
Q070002XNA,1,2040,NATUZZI,COFFEE TABLES,,ADAM,Rectangular,Central,Structure,WOOD,Frame finishing,HONEY ASHWOOD,Top,WOOD,Top finishing,HONEY ASHWOOD,60X120 H37,ADAM CENT.TABLE 120X60H37 FRAS.MIELE FSC,Y2,Q070002XNA
Q070009XNA,1,2020,NATUZZI,COFFEE TABLES,,ADAM,Rectangular,Central,Structure,WOOD-STONE,Frame finishing,LECCE BRUSHED STONE,Top,BRUSHED LECCE STONE,Top finishing,,60X120 H37,ADAM CEN.TABLE 120X60H37 PIETRA SPAT.,Y2,Q070009XNA
Q070003XNA,1,1740,NATUZZI,COFFEE TABLES,,ADAM,Round,Accent,Structure,WOOD,Frame finishing,HONEY ASHWOOD,Top,WOOD,Top finishing,HONEY ASHWOOD,52X52 H55,ADAM ACC.TABLE D52H55  FRAS.MIELE FSC,Y2,Q070003XNA
Q070010XNA,1,1720,NATUZZI,COFFEE TABLES,,ADAM,Round,Accent,Structure,WOOD-STONE,Frame finishing,LECCE BRUSHED STONE,Top,BRUSHED LECCE STONE,Top finishing,,52X52 H55,ADAM ACC.TABLE  D52H55 PIETRA SPAT.,Y2,Q070010XNA
T1000X1,1,1180,NATUZZI,COFFEE TABLES,,CABARET,square,Central,Structure,METAL,Frame finishing,ANTHRACITE,Top,MARBLE,Top finishing,TRAVERTINE,90X90 H34,CABARET Cent90x90H34 Antrh./Travertine,Y2,DDT10000000001X
T100FM3,1,1000,NATUZZI,COFFEE TABLES,,CABARET,square,Central,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,MARBLE,Top finishing,WHITE CARRARA,90X90 H34,CABARET CENTRAL 90X90 H34 WHITE MARBLE,Y2,DDT100CFR21152P
T100XM0,1,350,NATUZZI,COFFEE TABLES,,CABARET,square,ANGULAR,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,GLASS,Top finishing,COFFEE FROSTED,45X45 H54,CABARET CE.TA.45X45 H54 FROS.COFFE-CHROM,Y2,DDT100AFRV1124P
T100XM4,1,600,NATUZZI,COFFEE TABLES,,CABARET,square,Central,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,GLASS,Top finishing,COFFEE FROSTED,90X90 H34,CABARET CE.TA.90X90 H34 FROS.COFFE-CHROM,Y2,DDT100CFRM1124P
T100XY0,1,400,NATUZZI,COFFEE TABLES,,CABARET,square,ANGULAR,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,GLASS,Top finishing,WHITE FROSTED,45X45 H53,CABARET CE.TA.45X45 H53 FROS.WHITE-CHROM,Y2,DDT100AFRV1152P
T100XY4,1,710,NATUZZI,COFFEE TABLES,,CABARET,square,Central,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,GLASS,Top finishing,WHITE FROSTED,90X90 H34,CABARET CE.TA.90X90 H34 FROS.WHITE-CHROM,Y2,DDT100CFRM1152P
T1000X2,1,720,NATUZZI,COFFEE TABLES,,CABARET,Round,ANGULAR,Structure,METAL,Frame finishing,ANTHRACITE,Top,MARBLE,Top finishing,TRAVERTINE,45X45 H54,CABARET Side45x45H54 Antrh./Travertine,Y2,DDT10000000002X
