Codice1;Codice2;Colore;Collezione;Materiale
68001207;68001207;AVORIO;CAPRI;MICROFIBRA
68001208;68001208;MARRONE BRUCIATO;CAPRI;MICROFIBRA
68001301;68001301;BIANCO;SAMPLE;TESSUTO
68001801;68001801;SABBIA;STREET;MICROFIBRA
68001802;68001802;TORTORA;STREET;MICROFIBRA
68001803;68001803;ANTRACITE;STREET;MICROFIBRA
68001804;68001804;ROSSO;STREET;MICROFIBRA
68001901;68001901;BIANCO;SELDEN;TESSUTO
68001902;68001902;GRIGIO CHIARO;SELDEN;TESSUTO
68001903;68001903;TORTORA;SELDEN;TESSUTO
68002101;68002101;CAMOSCIO;PRAIA;MICROFIBRA
68002102;68002102;BEIGE;PRAIA;MICROFIBRA
68002103;68002103;MARRONE CIOCCOLATO;PRAIA;MICROFIBRA
68002104;68002104;TORTORA;PRAIA;MICROFIBRA
68002105;68002105;GRIGIO;PRAIA;MICROFIBRA
68002201;68002201;AVORIO;SOFTREND;MICROFIBRA
68002202;68002202;AVANA;SOFTREND;MICROFIBRA
68002203;68002203;TORTORA;SOFTREND;MICROFIBRA
68002204;68002204;VISONE;SOFTREND;MICROFIBRA
68002205;68002205;CAFFE' NERO;SOFTREND;MICROFIBRA
68002206;68002206;CORDA;SOFTREND;MICROFIBRA
68002301;68002301;CORDA;VIESTE;TESSUTO
68002401;68002401;BEIGE;MONTANA MICROF.;MICROFIBRA
68002402;68002402;STEEL;MONTANA MICROF.;MICROFIBRA
68002403;68002403;OTTANIO;MONTANA MICROF.;MICROFIBRA
68002404;68002404;EARTH;MONTANA MICROF.;MICROFIBRA
68002405;68002405;ANTHRACITE;MONTANA;MICROFIBRA
68002406;68002406;CAMEL;MONTANA;MICROFIBRA
68002407;68002407;WARM GREY;MONTANA MICROF.;MICROFIBRA
68002408;68002408;CHOCOLATE BROWN;MONTANA MICROF.;MICROFIBRA
68002501;68002501;BEIGE CHIARO;GRES;MICROFIBRA
68002502;68002502;SABBIA;GRES;MICROFIBRA
68002503;68002503;GRIGIO CHIARO;GRES;MICROFIBRA
68002504;68002504;GRIGIO SCURO;GRES;MICROFIBRA
68002601;68002601;BEIGE CHIARO;LODEN;MICROFIBRA
68002602;68002602;BEIGE SCURO;LODEN;MICROFIBRA
68002603;68002603;MARRONE CHIARO;LODEN;MICROFIBRA
68002604;68002604;MARRONE SCURO;LODEN;MICROFIBRA
68002701;68002701;BEIGE;ARIZONA TESSUTO;TESSUTO
68002702;68002702;CAMOSCIO;ARIZONA TESSUTO;TESSUTO
68002703;68002703;CASTAGNA;ARIZONA TESSUTO;TESSUTO
68002704;68002704;MARRONE SCURO;ARIZONA TESSUTO;TESSUTO
68002705;68002705;GRIGIO PIOMBO;ARIZONA TESSUTO;TESSUTO
68002801;68002801;ALLUMINIO;EGEO;TESSUTO
68002802;68002802;TORTORA;EGEO;TESSUTO
68002803;68002803;GRIGIO PIOMBO;EGEO;TESSUTO
68002804;68002804;BLU NOTTE;EGEO;TESSUTO
68002805;68002805;VIOLA;EGEO;TESSUTO
68002806;68002806;MARRONE PROFONDO;EGEO;TESSUTO
68002807;68002807;BIANCO MX CALDA;EGEO;TESSUTO
68002901;68002901;SABBIA;ADRIATICO;TESSUTO
68002903;68002903;GRIGIO LILLA;ADRIATICO;TESSUTO
68002904;68002904;TORTORA;ADRIATICO;TESSUTO
68002905;68002905;SALVIA;ADRIATICO;TESSUTO
68002906;68002906;ACQUA;ADRIATICO;TESSUTO
68002907;68002907;MALVA;ADRIATICO;TESSUTO
68002908;68002908;ANTRACITE;ADRIATICO;TESSUTO
68002909;68002909;CIOCCOLATO;ADRIATICO;TESSUTO
68003001;68003001;SABBIA;JONIO;TESSUTO
68003003;68003003;GRIGIO LILLA;JONIO;TESSUTO
68003004;68003004;TORTORA;JONIO;TESSUTO
68003005;68003005;SALVIA;JONIO;TESSUTO
68003006;68003006;ACQUA;JONIO;TESSUTO
68003007;68003007;MALVA;JONIO;TESSUTO
68003008;68003008;ANTRACITE;JONIO;TESSUTO
68003009;68003009;CIOCCOLATO;JONIO;TESSUTO
68003101;68003101;ANTRACITE;VIAREGGIO;TESSUTO
68003102;68003102;BEI CH MX RS;VIAREGGIO;TESSUTO
68003103;68003103;GRI CH CALD;VIAREGGIO;TESSUTO
68003104;68003104;GRI.MX BLU;VIAREGGIO;TESSUTO
68003201;68003201;CU.SC.MX ARAN.;RODI;TESSUTO
68003202;68003202;MARR.SC.CALDO;RODI;TESSUTO
68003203;68003203;MARR.SC.FREDD.;RODI;TESSUTO
68003301;68003301;BE.SC.MX GIA;PESCHICI;TESSUTO
68003302;68003302;MARR.MX RAME;PESCHICI;TESSUTO
68003303;68003303;MARR.SC.CALD.;PESCHICI;TESSUTO
68003401;68003401;GR CH CALD;BROOKLYN;TESSUTO
68003501;68003501;GRI.CH.CALD;BELLISSIMA;MICROFIBRA
68003601;68003601;BEI.CH.MX GIA;MAESTRALE;MICROFIBRA
68003602;68003602;GRI CH CALD;MAESTRALE;MICROFIBRA
68003603;68003603;GRE CH MX RS;MAESTRALE;MICROFIBRA
68003604;68003604;VERDE BOSCO;MAESTRALE;MICROFIBRA
68003605;68003605;GRI SC FRED;MAESTRALE;MICROFIBRA
68003606;68003606;BLU SCURO;MAESTRALE;MICROFIBRA
68003607;68003607;MARR.SC CALD;MAESTRALE;MICROFIBRA
68003701;68003701;GRI CH FRED.;ESPERO;TESSUTO
68003702;68003702;BEI MX DORATA;ESPERO;TESSUTO
68003703;68003703;VERD.MX GIALL;ESPERO;TESSUTO
68003704;68003704;BLUE JEANS;ESPERO;TESSUTO
68003705;68003705;GRI SC FREDD.;ESPERO;TESSUTO
68003801;68003801;GREIGE CHIAR;GRECALE;TESSUTO
68003802;68003802;VER CH MX CEL;GRECALE;TESSUTO
68003803;68003803;GRE CH MX GRI;GRECALE;TESSUTO
68003804;68003804;BLU OTTANIO;GRECALE;TESSUTO
68003805;68003805;GRIGIO MEDIO;GRECALE;TESSUTO
68003806;68003806;GRE SC MX BRO;GRECALE;TESSUTO
68003807;68003807;BLU SCURO;GRECALE;TESSUTO
68003901;68003901;MARR.MX RAME;POTENZA;TESSUTO
68003902;68003902;CUOIO CH MX ARAN;POTENZA;TESSUTO
68003903;68003903;GRIG SC FRED;POTENZA;TESSUTO
68003904;68003904;GREIGE SC MX GRIG;POTENZA;TESSUTO
68004001;68004001;BEIGE CH MX ROSA;POLIGNANO;TESSUTO
68004002;68004002;BEIG.CH.MX ROSA;POLIGNANO;TESSUTO
68004003;68004003;GRIG SC FRED;POLIGNANO;TESSUTO
68004101;68004101;GRIG.CH.CALDO;TAMPA;TESSUTO
68004201;68004201;NERO;WISTON;TESSUTO
68004301;68004301;GRE SC MX BRO;SALEM;TESSUTO
68004401;68004401;GREI SC MX BRONZO;MELFI;MICROFIBRA
68004402;68004402;GRIGIO SC CALDO;MELFI;MICROFIBRA
68004403;68004403;MARRONE SC CALDO;MELFI;MICROFIBRA
68004404;68004404;BEIGE CH MX ROSA;MELFI;MICROFIBRA
68004405;68004405;GRIGIO CH.FREDDO;MELFI;TESSUTO
68004501;68004501;GREI SC MX ROSA;BERNALDA;TESSUTO
68004502;68004502;NERO;BERNALDA;TESSUTO
68004503;68004503;GREI SC MX GRI;BERNALDA;TESSUTO
68004504;68004504;GREI CH MX ROSA;BERNALDA;TESSUTO
68004505;68004505;GRIGIO SCU.FREDDO;BERNALDA;TESSUTO
68004601;68004601;DARK GREY/MED.BROW;WINDOWPANE;TESSUTO
68004602;68004602;DARK GREY/BLUE JEA;WINDOWPANE;TESSUTO
68004603;68004603;DARK GREY/RED;WINDOWPANE;TESSUTO
68004701;68004701;LIGHT GREY/DARK GR;TARTAN;TESSUTO
68004702;68004702;DRAK GREY/FORE.GRE;TARTAN;TESSUTO
68004703;68004703;DRAK GREY/TAN;TARTAN;TESSUTO
68004704;68004704;LIGHT GREY/TAN;TARTAN;TESSUTO
68004801;68004801;GREIGE SC.MX GRIGI;TITO;MICROFIBRA
68004901;68004901;BIANCO FREDDO;CANVAS;TESSUTO
68004902;68004902;BEIG.CH.MX GIAL.;CANVAS;TESSUTO
68004903;68004903;GREI.CH.MX BRON.;CANVAS;TESSUTO
68005001;68005001;BEIGE SCU.MX ROSA;ANCONA;TESSUTO
68005002;68005002;BEIGE CH.MX GIALLA;ANCONA;TESSUTO
68005003;68005003;ROSA;ANCONA;TESSUTO
68005004;68005004;GRIGIO CH.MX VERDE;ANCONA;TESSUTO
68005005;68005005;VERDE CH.MX CELEST;ANCONA;TESSUTO
68005006;68005006;VERDE MX BLU;ANCONA;TESSUTO
68005007;68005007;VERDE MUSCHIO;ANCONA;TESSUTO
68005008;68005008;GRIGIO MEDIO;ANCONA;TESSUTO
68005009;68005009;GREIGE SCU.MX BRON;ANCONA;TESSUTO
68005010;68005010;GRIGIO SCU.FREDDO;ANCONA;TESSUTO
68005011;68005011;NERO;ANCONA;TESSUTO
68005101;68005101;BEIGE SCU.MX ROS;LANCIA;TESSUTO
68005102;68005102;CELESTA MX GRIGIA;LANCIA;TESSUTO
68005103;68005103;GIALLO MX OCRA;LANCIA;TESSUTO
68005104;68005104;VERDE MX GRIGIA;LANCIA;TESSUTO
68005105;68005105;BORDEAUX;LANCIA;TESSUTO
68005106;68005106;GRIGIO MEDIO;LANCIA;TESSUTO
68005107;68005107;GRIGIO IRON;LANCIA;TESSUTO
68005201;68005201;WARM LIGHT GREY;DIONISO;TESSUTO
68005202;68005202;MEDIUM GREY;DIONISO;TESSUTO
68005203;68005203;BLUE JEANS;DIONISO;TESSUTO
68005204;68005204;BLUISH LIGHT GREEN;DIONISO;TESSUTO
68005205;68005205;VIOLET;DIONISO;TESSUTO
68005206;68005206;YELLOWISH L.BEIGE;DIONISO;TESSUTO
68005301;68005301;GREIGE C.MX BRONZO;ATENA;TESSUTO
68005302;68005302;GRIGIO MEDIO;ATENA;TESSUTO
68005303;68005303;GRIGIO CH. FREDDO;ATENA;TESSUTO
68005304;68005304;GREIGE CHIARO;ATENA;TESSUTO
68005305;68005305;GRIGIO CH. CALDO;ATENA;TESSUTO
68005401;68005401;BEIGE SC.MX GIALLA;MINERVA;TESSUTO
68005402;68005402;GRIGIO CH. CALDO;MINERVA;TESSUTO
68005403;68005403;GRIGIO MEDIO;MINERVA;TESSUTO
68005404;68005404;BIANCO CALDO;MINERVA;TESSUTO
68005405;68005405;GREIGE CH.M.BRONZO;MINERVA;TESSUTO
68005406;68005406;MARRONE SC. CALDO;MINERVA;TESSUTO
68005407;68005407;BLUE JEANS;MINERVA;TESSUTO
68005501;68005501;GREIGE CHIARO;EVANS;TESSUTO
68005502;68005502;BLU SCURO;EVANS;TESSUTO
68005503;68005503;VERDE MUSCHIO;EVANS;TESSUTO
68005504;68005504;MARRONE MX RAME;EVANS;TESSUTO
68201101;68201101;SABBIA;ITALRENO;MICROFIBRA
68201102;68201102;TORTORA;ITALRENO;MICROFIBRA
68201103;68201103;BLU;ITALRENO;MICROFIBRA
68201104;68201104;CAMOSCIO;ITALRENO;MICROFIBRA
68201105;68201105;GIALLO;ITALRENO;MICROFIBRA
68201108;68201108;MELANZANA;ITALRENO;MICROFIBRA
68201109;68201109;TABACCO;ITALRENO;MICROFIBRA
68201113;68201113;FUNGO;ITALRENO;MICROFIBRA
68201114;68201114;VERDE OLIVA;ITALRENO;MICROFIBRA
68201115;68201115;ROSSO MATTONE;ITALRENO;MICROFIBRA
68201116;68201116;ROSSO BRILLANTE;ITALRENO;MICROFIBRA
68201117;68201117;RUGGINE;ITALRENO;MICROFIBRA
68201118;68201118;CUOIO;ITALRENO;MICROFIBRA
68201119;68201119;AVORIO;ITALRENO;MICROFIBRA
68201120;68201120;NERO;ITALRENO;MICROFIBRA
68201121;68201121;TORTORA CALDO;ITALRENO;MICROFIBRA
68201801;68201801;SABBIA;STREET;MICROFIBRA
68201802;68201802;TORTORA;STREET;MICROFIBRA
68201803;68201803;ANTRACITE;STREET;MICROFIBRA
68201804;68201804;ROSSO;STREET;MICROFIBRA
68202801;68202801;ALLUMINIO;EGEO;TESSUTO
68202802;68202802;TORTORA;EGEO;TESSUTO
68202803;68202803;GRIGIO PIOMBO;EGEO;TESSUTO
68202804;68202804;BLU NOTTE;EGEO;TESSUTO
68202805;68202805;VIOLA;EGEO;TESSUTO
68202806;68202806;MARRONE PROFONDO;EGEO;TESSUTO
68202807;68202807;BIANCO MX CALDA;EGEO;TESSUTO
68203701;68203701;GRI CH FRED.;ESPERO;TESSUTO
68203702;68203702;BEI MX DORATA;ESPERO;TESSUTO
68203703;68203703;VERD.MX GIALL;ESPERO;TESSUTO
68203704;68203704;BLUE JEANS;ESPERO;TESSUTO
68203705;68203705;GRI SC FREDD.;ESPERO;TESSUTO
68203801;68203801;GREIGE CHIAR;GRECALE;TESSUTO
68203802;68203802;VER CH MX CEL;GRECALE;TESSUTO
68203803;68203803;GRE CH MX GRI;GRECALE;TESSUTO
68203804;68203804;BLU OTTANIO;GRECALE;TESSUTO
68203805;68203805;GRIGIO MEDIO;GRECALE;TESSUTO
68203806;68203806;GRE SC MX BRO;GRECALE;TESSUTO
68203807;68203807;BLU SCURO;GRECALE;TESSUTO
68205201;68205201;WARM LIGHT GREY;DIONISO;TESSUTO
68205202;68205202;MEDIUM GREY;DIONISO;TESSUTO
68205203;68205203;BLUE JEANS;DIONISO;TESSUTO
68205204;68205204;BLUISH LIGHT GREEN;DIONISO;TESSUTO
68205205;68205205;VIOLA;DIONISO;TESSUTO
68205206;68205206;YELLOWISH L.BEIGE;DIONISO;TESSUTO
68205301;68205301;GREIGE C.MX BRONZO;ATENA;TESSUTO
68205302;68205302;GRIGIO MEDIO;ATENA;TESSUTO
68205303;68205303;GRIGIO CH. FREDDO;ATENA;TESSUTO
68205304;68205304;GREIGE CHIARO;ATENA;TESSUTO
68205305;68205305;GRIGIO CH. CALDO;ATENA;TESSUTO
68205401;68205401;BEIGE SC.MX GIALLA;MINERVA;TESSUTO
68205402;68205402;GRIGIO CH. CALDO;MINERVA;TESSUTO
68205403;68205403;GRIGIO MEDIO;MINERVA;TESSUTO
68205404;68205404;BIANCO CALDO;MINERVA;TESSUTO
68205405;68205405;GREIGE CH.M.BRONZO;MINERVA;TESSUTO
68205406;68205406;MARRONE SC. CALDO;MINERVA;TESSUTO
68205407;68205407;BLUE JEANS;MINERVA;TESSUTO
68205501;68205501;GREIGE CHIARO;EVANS;TESSUTO
68205502;68205502;BLU SCURO;EVANS;TESSUTO
68205503;68205503;VERDE MUSCHIO;EVANS;TESSUTO
68205504;68205504;MARRONE MX RAME;EVANS;TESSUTO
70000000;70000000;ALTRI;NA;TESSUTO
70000608;70000608;BLU DI PRUSSIA;CLASS;MICROFIBRA
70000609;70000609;SIENA;CLASS;MICROFIBRA
70000613;70000613;BLU NOTTE;CLASS;MICROFIBRA
70000616;70000616;VERDE SCURO;CLASS;MICROFIBRA
70000617;70000617;VERDE MUSCHIO;CLASS;MICROFIBRA
70000619;70000619;GRIGIO;CLASS;MICROFIBRA
70000620;70000620;BLU;CLASS;MICROFIBRA
70000801;70000801;BIANCO;DANTE;TESSUTO
70000802;70000802;BEIGE;DANTE;TESSUTO
70000803;70000803;LINO;DANTE;TESSUTO
70000804;70000804;CORDA;DANTE;TESSUTO
70000805;70000805;GIALLO;DANTE;TESSUTO
70000807;70000807;SALVIA;DANTE;TESSUTO
70000808;70000808;TERRACOTTA;DANTE;TESSUTO
70000809;70000809;ROSSO;DANTE;TESSUTO
70000810;70000810;PRUGNA;DANTE;TESSUTO
70000811;70000811;CELESTE;DANTE;TESSUTO
70000812;70000812;BLU;DANTE;TESSUTO
70000901;70000901;SABBIA;RENO;MICROFIBRA
70000902;70000902;TORTORA;RENO;MICROFIBRA
70000903;70000903;BLU;RENO;MICROFIBRA
70000904;70000904;CAMOSCIO;RENO;MICROFIBRA
70000905;70000905;GIALLO;RENO;MICROFIBRA
70000906;70000906;SALVIA;RENO;MICROFIBRA
70000907;70000907;AVORIO;RENO;MICROFIBRA
70000908;70000908;MELANZANA;RENO;MICROFIBRA
70000909;70000909;TABACCO;RENO;MICROFIBRA
70000910;70000910;NERO;RENO;MICROFIBRA
70000911;70000911;MUSCHIO;RENO;MICROFIBRA
70000912;70000912;ROSSO;RENO;MICROFIBRA
70000913;70000913;FUNGO;RENO;MICROFIBRA
70000914;70000914;VERDE OLIVA;RENO;MICROFIBRA
70000915;70000915;ROSSO MATTONE;RENO;MICROFIBRA
70000916;70000916;ROSSO BRILLANTE;RENO;MICROFIBRA
70001001;70001001;SABBIA;ROME;MICROFIBRA
70001002;70001002;GHIACCIO;ROME;MICROFIBRA
70001003;70001003;SALVIA;ROME;MICROFIBRA
70001004;70001004;GIALLO;ROME;MICROFIBRA
70001006;70001006;MARRONE;ROME;MICROFIBRA
70001007;70001007;AVION;ROME;MICROFIBRA
70001008;70001008;BLU NOTTE;ROME;MICROFIBRA
70001009;70001009;CAMOSCIO;ROME;MICROFIBRA
70001010;70001010;VERDE MUSCHIO;ROME;MICROFIBRA
70001011;70001011;ARAGOSTA;ROME;MICROFIBRA
70001012;70001012;NERO;ROME;MICROFIBRA
70001013;70001013;TABACCO;ROME;MICROFIBRA
70001014;70001014;MELANZANA;ROME;MICROFIBRA
70001015;70001015;AVORIO;ROME;MICROFIBRA
70001016;70001016;TORTORA;ROME;MICROFIBRA
70001017;70001017;SABBIA;ROME;MICROFIBRA
70001019;70001019;TERRACOTTA;ROME;MICROFIBRA
70001201;70001201;SENAPE;POSITANO;MICROFIBRA
70001202;70001202;BEIGE;POSITANO;MICROFIBRA
70001203;70001203;LIME CHIARO;POSITANO;MICROFIBRA
70001204;70001204;MARRONE;POSITANO;MICROFIBRA
70001205;70001205;CORALLO;POSITANO;MICROFIBRA
70001206;70001206;BLUE JEANS;POSITANO;MICROFIBRA
70001301;70001301;BIANCO;BENNI;TESSUTO
70001302;70001302;GIALLO LIMONE;BENNI;TESSUTO
70001303;70001303;VERDE GRIGIO;BENNI;TESSUTO
70001304;70001304;VERDE OLIVA;BENNI;TESSUTO
70001305;70001305;ROSSO PAPAVERO;BENNI;TESSUTO
70001306;70001306;BLU NOTTE;BENNI;TESSUTO
70001308;70001308;BEIGE;BENNI;TESSUTO
70001309;70001309;TERRACOTTA;BENNI;TESSUTO
70001310;70001310;GIALLO ORO;BENNI;TESSUTO
70001311;70001311;ARANCIO;BENNI;TESSUTO
70001312;70001312;CASTORO;BENNI;TESSUTO
70001313;70001313;VERDE GERMOGLIO;BENNI;TESSUTO
70001314;70001314;AMETISTA;BENNI;TESSUTO
70001315;70001315;TURCHESE;BENNI;TESSUTO
70001401;70001401;PANNA;SOFTECH;TESSUTO
70001402;70001402;GIALLO ORO;SOFTECH;TESSUTO
70001403;70001403;ARANCIO;SOFTECH;TESSUTO
70001501;70001501;SABBIA SCURO;DANUBIO;MICROFIBRA
70001502;70001502;CORDA;DANUBIO;MICROFIBRA
70001503;70001503;VERDE SALVIA;DANUBIO;MICROFIBRA
70001504;70001504;BLU MINERALE;DANUBIO;MICROFIBRA
70001505;70001505;ROSSO CORALLO;DANUBIO;MICROFIBRA
70001506;70001506;MARRONE CHIARO;DANUBIO;MICROFIBRA
70001507;70001507;GRIGIO CHIARO;DANUBIO;MICROFIBRA
70001508;70001508;ROSSO;DANUBIO;MICROFIBRA
70001509;70001509;CIOCCOLATO;DANUBIO;MICROFIBRA
70001601;70001601;GIALLO;TENNESSEE;MICROFIBRA
70001602;70001602;ROSSO BRILLANTE;TENNESSEE;MICROFIBRA
70001603;70001603;ROSSO MATTONE;TENNESSEE;MICROFIBRA
70001604;70001604;NOCCIOLA;TENNESSEE;MICROFIBRA
70001605;70001605;TORTORA SCURO;TENNESSEE;MICROFIBRA
70001701;70001701;ROSSO;CEYLON;MICROFIBRA
70001703;70001703;CORDA;CEYLON;MICROFIBRA
70001705;70001705;GIALLO;CEYLON;MICROFIBRA
70001706;70001706;MARRONE;CEYLON;MICROFIBRA
70001707;70001707;BLU;CEYLON;MICROFIBRA
70001801;70001801;SABBIA;STREET;MICROFIBRA
70001802;70001802;TORTORA;STREET;MICROFIBRA
70003001;70003001;BIANCO;SKY;TESSUTO
70003002;70003002;CORDA;SKY;TESSUTO
70003003;70003003;TESTA DI MORO;SKY;TESSUTO
70003004;70003004;ARANCIO BRILLANTE;SKY;TESSUTO
70003005;70003005;RUGGINE;SKY;TESSUTO
70003006;70003006;GLICINE;SKY;TESSUTO
70003007;70003007;NERO;SKY;TESSUTO
70003008;70003008;GRIGIO;SKY;TESSUTO
70003009;70003009;BLU NOTTE;SKY;TESSUTO
70003010;70003010;VERDE MELA;SKY;TESSUTO
70003011;70003011;FUCSIA;SKY;TESSUTO
70003201;70003201;CORDA;MAYA;TESSUTO
70003202;70003202;TERRACOTTA;MAYA;TESSUTO
70003203;70003203;ROSSO MATTONE;MAYA;TESSUTO
70003204;70003204;BLU NAVY;MAYA;TESSUTO
70003205;70003205;CIOCCOLATO;MAYA;TESSUTO
70003301;70003301;BEIGE;SHIMOSA;TESSUTO
70003302;70003302;MARRONE;SHIMOSA;TESSUTO
70003303;70003303;LAVAGNA;SHIMOSA;TESSUTO
70003401;70003401;TORTORA;STARDUST;TESSUTO
70003701;70003701;GRIGIO ANTRACITE;MANHATTAN;TESSUTO
70003702;70003702;GRIGIO;MANHATTAN;TESSUTO
70003703;70003703;MARRONE;MANHATTAN;TESSUTO
70003704;70003704;BEIGE;MANHATTAN;TESSUTO
70003801;70003801;NERO MULTICOLOR;AVENUE;TESSUTO
70003802;70003802;GRIGIO MULTICOLOR;AVENUE;TESSUTO
70003803;70003803;MARRONE MULTICOLOR;AVENUE;TESSUTO
70003804;70003804;BEIGE MULTICOLOR;AVENUE;TESSUTO
70003901;70003901;NERO;GARDEN;TESSUTO
70003902;70003902;GRIGIO;GARDEN;TESSUTO
70003903;70003903;MARRONE;GARDEN;TESSUTO
70003904;70003904;BEIGE;GARDEN;TESSUTO
70004001;70004001;BIANCO;NEW JERSEY;TESSUTO
70004002;70004002;BEIGE;NEW JERSEY;TESSUTO
70004003;70004003;GIALLO GIRASOLE;NEW JERSEY;TESSUTO
70004004;70004004;ROSSO TEGOLA;NEW JERSEY;TESSUTO
70004005;70004005;ROSSO;NEW JERSEY;TESSUTO
70004006;70004006;BORDEAUX;NEW JERSEY;TESSUTO
70004007;70004007;VERDE LIME;NEW JERSEY;TESSUTO
70004008;70004008;VERDE BOSCO;NEW JERSEY;TESSUTO
70004009;70004009;MARRONE CHIARO;NEW JERSEY;TESSUTO
70004010;70004010;TESTA DI MORO;NEW JERSEY;TESSUTO
70004011;70004011;BLU AVION;NEW JERSEY;TESSUTO
70004012;70004012;BLU NOTTE;NEW JERSEY;TESSUTO
70004013;70004013;GRIGIO CALDO;NEW JERSEY;TESSUTO
70004101;70004101;BIANCO;NEW ORLEANS;TESSUTO
70004102;70004102;BEIGE;NEW ORLEANS;TESSUTO
70004103;70004103;GIALLO PAGLIERINO;NEW ORLEANS;TESSUTO
70004104;70004104;VERDE;NEW ORLEANS;TESSUTO
70004105;70004105;CORALLO;NEW ORLEANS;TESSUTO
70004106;70004106;BORDEAUX;NEW ORLEANS;TESSUTO
70004107;70004107;VINACCIA;NEW ORLEANS;TESSUTO
70004108;70004108;CORDA;NEW ORLEANS;TESSUTO
70004109;70004109;MARRONE BRUCIATO;NEW ORLEANS;TESSUTO
70004110;70004110;GRIGIO ANTRACITE;NEW ORLEANS;TESSUTO
70004201;70004201;BIANCO PANNA;PORTOFINO;TESSUTO
70004202;70004202;BEIGE CALDO;PORTOFINO;TESSUTO
70004203;70004203;GRIGIO TORTORA;PORTOFINO;TESSUTO
70004204;70004204;ROSSO;PORTOFINO;TESSUTO
70004205;70004205;BLU VIOLA;PORTOFINO;TESSUTO
70004206;70004206;BLU NOTTE;PORTOFINO;TESSUTO
70004207;70004207;ARANCIO;PORTOFINO;TESSUTO
70004208;70004208;VERDE SENAPE;PORTOFINO;TESSUTO
70004209;70004209;BORDEAUX;PORTOFINO;TESSUTO
70004210;70004210;CAFFÈ SCURO;PORTOFINO;TESSUTO
70004211;70004211;GRIGIO;PORTOFINO;TESSUTO
70004212;70004212;AVORIO;PORTOFINO;TESSUTO
70004301;70004301;GIALLO SENAPE;REGENT;TESSUTO
70004302;70004302;GRIGIO MEDIO;REGENT;TESSUTO
70004303;70004303;ROSSO;REGENT;TESSUTO
70004304;70004304;BEIGE;REGENT;TESSUTO
70004401;70004401;LIME MULTICOLOR;PORTOFINO STRIPES;TESSUTO
70004402;70004402;ARANCIO MULTICOLOR;PORTOFINO STRIPES;TESSUTO
70004403;70004403;ROSSO MULTICOLOR;PORTOFINO STRIPES;TESSUTO
70004404;70004404;BLU MULTICOLOR;PORTOFINO STRIPES;TESSUTO
70004501;70004501;GIALLO CEDRO;FERZAN;TESSUTO
70004502;70004502;GRIGIO TOPO;FERZAN;TESSUTO
70004503;70004503;GLICINE;FERZAN;TESSUTO
70004504;70004504;MARRONE;FERZAN;TESSUTO
70004505;70004505;BEIGE;FERZAN;TESSUTO
70004506;70004506;CELESTE POLVERE;FERZAN;TESSUTO
70004507;70004507;SASSO;FERZAN;TESSUTO
70004508;70004508;BEIGE;FERZAN;TESSUTO
70004601;70004601;GRIGIO CHIARO;VELORA;MICROFIBRA
70004602;70004602;ANTRACITE;VELORA;MICROFIBRA
70004603;70004603;BORDEAUX;VELORA;MICROFIBRA
70004604;70004604;MOKA SCURO;VELORA;MICROFIBRA
70004605;70004605;NERO;VELORA;MICROFIBRA
70004606;70004606;CORDA;VELORA;MICROFIBRA
70004609;70004609;CAMOSCIO;VELORA;MICROFIBRA
70004610;70004610;BLU ZAFFIRO;VELORA;MICROFIBRA
70004611;70004611;GRIGIO;VELORA;MICROFIBRA
70004612;70004612;TORTORA;VELORA;MICROFIBRA
70004613;70004613;BIANCO CALDO;VELORA;MICROFIBRA
70004701;70004701;BEIGE;TWITTER;TESSUTO
70004702;70004702;TORTORA;TWITTER;TESSUTO
70004703;70004703;VERDE;TWITTER;TESSUTO
70005001;70005001;CORALLO;WIKI PlAIN;TESSUTO
70005002;70005002;TORTORA;WIKI PlAIN;TESSUTO
70005003;70005003;ANTRACITE;WIKI PlAIN;TESSUTO
70005004;70005004;BIANCO;WIKI PlAIN;TESSUTO
70005005;70005005;BLU NOTTE;WIKI PlAIN;TESSUTO
70005006;70005006;CACAO;WIKI PlAIN;TESSUTO
70005101;70005101;GRIGIO PERLA;ACCADEMY;TESSUTO
70005102;70005102;TORTORA;ACCADEMY;TESSUTO
70005103;70005103;MARRONE;ACCADEMY;TESSUTO
70005104;70005104;GRIGIO NERO;ACCADEMY;TESSUTO
70005301;70005301;ROSSO;RIGA;TESSUTO
70005302;70005302;TORTORA;RIGA;TESSUTO
70005303;70005303;GRIGIO;RIGA;TESSUTO
70005304;70005304;CORDA;RIGA;TESSUTO
70005305;70005305;GRIGIO CHIARO;RIGA;TESSUTO
70005306;70005306;CAFFE';RIGA;TESSUTO
70005401;70005401;GRIGIO PERLA;LONDON;TESSUTO
70005402;70005402;TORTORA;LONDON;TESSUTO
70005403;70005403;MARRONE;LONDON;TESSUTO
70005404;70005404;GRIGIO NERO;LONDON;TESSUTO
70005601;70005601;BISCOTTO;Bassano;TESSUTO
70005602;70005602;GRIGIO NATURALE;Bassano;TESSUTO
70005603;70005603;TORTORA;Bassano;TESSUTO
70005604;70005604;MARRONE;Bassano;TESSUTO
70005605;70005605;OCRA;Bassano;TESSUTO
70005606;70005606;ROSSO;Bassano;TESSUTO
70005607;70005607;VERDE ACIDO;Bassano;TESSUTO
70005608;70005608;BLU JEANS;Bassano;TESSUTO
70005609;70005609;GRIGIO SCURO;Bassano;TESSUTO
